round,consensus_error
1,156.23149209455042
2,103.24540427148884
3,113.95418319096238
4,148.8099759822585
5,179.43369966066874
6,223.6353549126561
7,198.2782154831652
8,183.84918411757351
9,165.97241107206438
10,150.58422125905068
11,154.99276622412845
12,141.06610928654345
13,153.44632117109214
14,143.42126652139657
15,126.72552889653917
16,122.8862169054616
17,123.77813537861054
18,134.80385175074488
19,119.8688895057292
20,125.72279137529002
21,110.74393525257925
22,110.21179427649967
23,117.6173486898454
24,109.4648282442667
25,111.56403105886291
26,110.81772221168679
27,107.04958337203705
28,106.3286655237158
29,105.68915060338774
30,109.69732809741065
31,105.52398097878911
32,110.7518613602726
33,106.26330078098628
34,109.22260776036198
35,119.57747633773938
36,136.14775146171573
37,126.40309522220753
38,115.39357278317182
39,110.46984487670056
40,111.57409512215536
41,114.42963368828252
42,115.8178051849798
43,111.86476591064616
44,110.02053231745151
45,112.86415630152878
46,105.08854238982185
47,107.46785382855262
48,105.34925258818221
49,108.57571853255705
50,120.38862466534914
51,118.74969006965925
52,116.30972019286257
53,114.91778522765232
54,112.0908126219583
55,111.56769540357254
56,119.05258526735508
57,115.8140065205904
58,108.87849256025709
59,106.297493857628
60,105.90155190572746
61,108.26659583231601
62,108.78585688487674
63,105.98141588877792
64,107.68738628894175
65,108.0840328823477
66,104.94231989031509
67,105.01869095112733
68,110.66521827685085
69,107.00807842265415
70,108.75376205902826
71,110.55995578125749
72,109.02809086091831
73,109.53774111015412
74,105.53794580531468
75,107.8797226294322
76,104.16826799410615
77,101.11079139221879
78,101.00073545442415
79,101.36308226111707
80,102.31304437639676
81,101.25773866252165
82,100.32525896088731
83,97.28857554946474
84,97.98409051856613
85,98.98908066339162
86,97.1522051415783
87,96.77057702562168
88,96.47912367777707
89,97.35360255652387
90,98.86342891601646
91,96.3785702636225
92,95.36880445051901
93,94.15838027781426
94,94.02673089488502
95,95.2267195910759
96,91.19547817155524
97,91.6838290062617
98,91.01146518820885
99,88.8869499375722
100,88.80336885928001
101,87.50843472513247
102,88.22873528713679
103,86.54361792901081
104,86.47108830991408
105,85.13634524749398
106,84.38998255009909
107,84.90002635313121
108,83.32424780464002
109,83.15781110601502
110,81.08609718058324
111,80.84626230790859
112,78.66684715148915
113,78.2372678731814
114,77.143985283094
115,76.6561348095114
116,75.84068281029244
117,75.49912384352582
118,74.30938156649479
119,72.73373833185127
120,71.97620063033128
121,70.26627242291954
122,70.1504380308801
123,69.71673462072096
124,67.72304155227897
125,66.75262745689393
126,66.34444469190963
127,64.24706057427942
128,64.32463217195516
129,63.421238937150825
130,62.04695598748693
131,61.212177229564624
132,60.36357604627475
133,59.37913989015757
134,57.82949002413178
135,57.21396800529059
136,55.817571860828274
137,54.964833364657274
138,53.74698298757816
139,53.24064906511285
140,51.87187290149162
141,50.93807964945574
142,50.13610834111872
143,49.229774384597725
144,48.45154536746326
145,47.391713190319116
146,45.95414713664665
147,45.13024198069746
148,44.06294145126848
149,43.42381447239422
150,42.634204841589074
151,41.79190467137595
152,40.5753434142291
153,39.90121271632722
154,38.834951167046086
155,38.13357552687797
156,37.2321880872664
157,36.175187103355654
158,35.289669794723615
159,34.49190560346042
160,33.625748143576054
161,32.903624862657416
162,32.141819641911525
163,31.424639494216404
164,30.608136687124873
165,29.78546052696333
166,28.982352011839215
167,28.26793447578861
168,27.516650541322036
169,26.811573989792446
170,26.200378903967238
171,25.468168585856017
172,24.87847519919967
173,24.340274518344483
174,23.649314160427945
175,23.10811700402101
176,22.500333749676514
177,21.845840149786834
178,21.439964227308977
179,20.893373526620994
180,20.40535887793996
181,19.949799868576036
182,19.494850161607385
183,19.038934875646934
184,18.55896172615142
185,18.21051508347317
186,17.82704571997836
187,17.418841512278604
188,17.10433515145567
189,16.780217328458104
190,16.48555924391476
191,16.266385420478453
192,15.991787287345437
193,15.776638262184258
194,15.520833073981096
195,15.37089843388685
196,15.183195180441166
197,14.95745518561761
198,14.881483304686855
199,14.782891256225525
200,14.689899926558455
