round,consensus_error
1,148.59928589675246
2,114.81260555451883
3,120.14166836565879
4,151.9584354298672
5,196.16547701375308
6,261.95056621167026
7,212.97376444664928
8,205.15276935741065
9,194.2719950812365
10,198.05776505198506
11,182.61764162501677
12,184.9268011031411
13,179.03112200642556
14,179.27333914771734
15,181.02771539395292
16,186.65022710806375
17,185.14231585904284
18,185.8281272781271
19,171.48744294322157
20,183.63992421050781
21,179.93983464506593
22,181.150394268184
23,185.97217216068486
24,183.97167265986272
25,181.80533977714276
26,183.44769592292266
27,182.94783486410776
28,192.11743156791894
29,187.47214539484798
30,191.48306439248185
31,187.31659681858707
32,180.34054665763276
33,181.209031077714
34,182.13674506933037
35,180.86717296471417
36,189.41099995323495
37,187.38163312578433
38,190.17516647975438
39,186.0512340627473
40,183.5729283391831
41,185.15180799886957
42,189.89867820115418
43,186.50614114166606
44,192.165770632277
45,192.18238299912196
46,195.12439185469918
47,193.5931397791032
48,194.6028051799044
49,190.5912263461906
50,191.96329660332478
51,194.40892552909085
52,200.5609321481255
53,203.39933144803402
54,199.55602395780684
55,196.72311552922747
56,193.8118303124334
57,196.88596049998986
58,192.87615351112925
59,195.64247390438118
60,200.87056115858442
61,199.88934614106344
62,198.52231874640003
63,201.97438556144377
64,200.99034521607882
65,195.96462532003974
66,197.5647550899478
67,197.3572000882509
68,198.46935919323275
69,198.42939443494745
70,198.2112665575028
71,198.42604780419416
72,200.49060134669844
73,200.77863446239724
74,201.33749788000833
75,199.75748932596755
76,199.91701194984046
77,199.5396538135734
78,199.10656621144713
79,198.69338297251088
80,201.0152767742854
81,201.18223248522716
82,199.73921809961965
83,199.66886930925352
84,198.20425835787873
85,198.46028629497837
86,198.97995291685717
87,198.43283881513344
88,198.68252426036895
89,196.8388914988933
90,195.84143052358647
91,194.6909139480931
92,195.3071070885285
93,193.4654987372738
94,192.52879985529657
95,191.59092984233646
96,189.22903916287635
97,188.24675887352933
98,186.9882662376955
99,186.4737475005139
100,184.93960544319884
101,183.18379915872274
102,182.07873295898784
103,180.57316039071193
104,178.52917565579682
105,176.96045977739814
106,173.77190715484377
107,171.81463620924987
108,170.61545133462212
109,169.96225188802268
110,167.4785722518112
111,164.96729079442306
112,163.58273788851804
113,161.40134634528587
114,159.2849116998283
115,157.2292281064371
116,155.2294440263846
117,152.23055842342458
118,150.42957132441867
119,148.92488333157584
120,146.52521073286906
121,144.7489932330735
122,142.32269698945765
123,141.4043253456964
124,139.12098717775123
125,136.61716286757868
126,134.33449070197773
127,132.04457020649522
128,130.03898538480811
129,127.95753483653334
130,125.19810547452762
131,123.08751391585848
132,120.67224824697837
133,118.2027233100519
134,116.33695940203226
135,114.27089575855531
136,111.84910165439594
137,109.15871611690001
138,107.08317040900234
139,104.6995201163448
140,102.41109483372948
141,99.97574596937834
142,97.93368125738603
143,95.7375759180217
144,93.61582665712469
145,91.35475493714243
146,89.37790665394392
147,87.01565886866592
148,85.06354191251093
149,82.90102443777796
150,80.87404010928562
151,78.98081568454732
152,76.93734281701249
153,75.0943546656754
154,73.00865742124769
155,71.10787378096693
156,69.40262839285474
157,67.57685524239852
158,65.77276771857174
159,64.00257734170454
160,62.24784526404758
161,60.51418969206106
162,58.852506824084266
163,57.24292398916305
164,55.65835838321749
165,54.116873232402874
166,52.57259245827536
167,51.01039709040513
168,49.61213925409419
169,48.27842964258435
170,46.842475429615185
171,45.5775144741101
172,44.24624724276586
173,43.0874410610578
174,41.90094325272823
175,40.68370240572893
176,39.50274893484902
177,38.496565103957614
178,37.40092131932039
179,36.384888680916866
180,35.42396107894813
181,34.47275511716149
182,33.57221136370108
183,32.70222869905072
184,31.904336891644892
185,31.01664445727572
186,30.2364414918641
187,29.570956786250065
188,28.908906759715915
189,28.268531236892233
190,27.642037364894275
191,27.032570443350437
192,26.498763073579354
193,26.02480076575617
194,25.548596777631072
195,25.078276121244798
196,24.70748707602408
197,24.3804237697302
198,24.052461449072307
199,23.686154797005955
200,23.479537612930468
